File name,pragraph,number of words
paragraph_108.txt,تتبع البطاطس العائلة الباذنجانية  Solanaceae وهذة العائله تضم عدة اجناس اهمها جنس Solanum الذى ينتمي إليه نبات البطاطس والذى يكون الاسم العلمى له Solanum tuberosum. نبات البطاطس من النباتات العشبية الحولية بالنسبة لأجزاؤه الهوائية  كما يعتبر معمر بالنسبة لاجزاؤه الأرضية ” تحت سطح التربة” ولكن تجدد زراعتها سنوياً. يمكن زراعة نبات البطاطس فى أنواع متباينة من التربة ابتداءا من التربة الرملية الخفيفة إلى الطينية الثقيلة نسبيا، ولكنه يجود فى الأراضى الطميية الخفيفة جيدة الصرف والتهوية حيث تسمح بنمو الدرنات نموا طبيعيا، ولا ينصح بزراعة البطاطس في الأراضي الثقيلة أو الغدقة وإذا ماإضطر للزراعة فى الأراضى الطينية الثقيلة أو الرملية الجديدة فيجب العناية والإهتمام بالتسميد العضوى والكيماوى لتحسين خواصها الطبيعية والكيماوية .,111
paragraph_109.txt,وفى حالة زراعة البطاطس فى الأراضى الجيرية فيجب ألا تزيد نسبة كربونات كالسيوم عن 10 % مع مراعات إضافة الأسمدة العضوية والخضراء وتحسين شبكات الصرف لتلافى تكوين الطبقات الصلبة بها. ينصح “غالبا” بزراعة البطاطس في الأراضي التي يتراوح رقم حموضتها من 4.8 – 5.4، ليس لأن ذلك هو أنسب مجال لنمو نبات البطاطس، ولكن لأنه لا يناسب الإصابة بمرض الجرب. أما أعلى محصول للبطاطس فيكون في مجال رقم حموضة يتراوح من 5.2 – 6.4، وتقل الإصابة بالجرب كثيرا في رقم حموضة 4.8 وتزداد تدريجيا حتى يصل رقم الحموضة إلى 7.5، ثم تنخفض مرة أخرى بارتفاع رقم الحموضة عن ذلك . وتؤدى الإصابة بالجرب إلى خفض نسبة الدرنات الصالحة للتسويق.,109
paragraph_11.txt,"ما هو متوسط انتاج النخلة ؟
ج:لا تختلف الأصناف عن بعضها كثيراً في متوسط الإنتاج للنخلة ، ويمكن القول عموما بتدرج الإنتاجية كالتالي :",24
paragraph_110.txt,ويؤدي انخفاض رقم حموضة التربة عن 4.5 أو زيادته عن 7.2 إلى نقص الكثافة النوعية للدرنات. لا تتحمل نباتات البطاطس الملوحة العالية في التربة أو في مياه الري حيث تتحمل النباتات الملوحة حتى 3.4 ملليموز، وتؤدي زيادة الملوحة إلى نقص عدد سيقان النبات، وعدد الأفرع، وعدد الأوراق، والنمو الخضري بوجه عامن كما تؤدى زيادة الملوحة الى ضعف النمو الجذري ومن ثم انخفاض المحصول كميا ونوعياً حيث تقل نسبة النشا في الدرنات، مع زيادة نسبة الصوديوم والكلور بالتربة.,77
paragraph_111.txt,ولاينصح بزراعة البطاطس في الأراضي الثقيلة أو الغدقة ويوصى باتباع دورة زراعية طويلة نسبياً للقضاء على الآفات التي تعيش في التربة من جانب ولتجنب انضغاط التربة من جانب آخر وهو الأمر الذي يحدث نتيجة لكثرة مرور الآليات الثقيلة في حقول البطاطس ويؤدي انضغاط التربة إلى نقص مساميتها وانخفاض نفاذيتها للماء وزيادة القوة اللازمة لحرثها ولإجراء عملية الحصاد,57
paragraph_112.txt,"الملخص

فينصح بزراعتها في الأراضي التي يتراوح حموضتها من 4.8 و إلى 5.4 لتلافى الغصابة بمرض الجرب، أما أعلى محصول للبطاطس فيكون في مجال حموضة يتراوح من 5.2 إلى 6.4. فضلاً عن ذلك يرافق هذا المقال أهم التأثيرات الضارة لارتفاع مستوى الملوحة على انتاج البطاطس.",45
paragraph_113.txt,الفلاحة البيولوجية هي طريقة إنتاج إيكولوجية تحمي البيئة وتدعم التوازن البيئي، وذلك عن طريق عدم استخدام المواد الكيميائية المصنعة، والاعتماد على طرق الوقاية والمقاومة البيولوجية,25
paragraph_114.txt,"و في تونس بدأت تجربة الفلاحة البيولوجية منذ التسعينات، وكانت من أوائل الدول الإفريقية والعربية التي وضعت إطارًا قانونيًا لهذا القطاع (قانون 1999).

تحتكر الفلاحية البيولوجية في تونس حوالي 227 ألف هكتار لسنة 2025. ويبلغ عدد المتدخلين قطاع الفلاحة البيولوجية 6271 منتج لسنة 2025.",44
paragraph_115.txt,"تقوم تونس بتصيدر المنتجات الفلاحية إلى عدة دول ، حيث بلغ عدد وجهات التصدير سنة 2024، 36 دولة، أهمها إيطاليا بنسبة 51 بالمائة ، الولايات المتحدة الأمريكية بنسبة 13 بالمائة و إسبانيا بنسبة 10 بالمائة.

و بلغت كمية التصدير سنة 2024، 51.5 طن مقابل 66.3 ألف طن خلال سنة 2023. و بلغت قيمة الصادرات البيولوجية 1127 مليون دينار سنة 2024 مقابل 1144 مليون دينار سنة 2023",66
paragraph_116.txt,"خلال الثلاثي الأول من سنة 2025 بلغت كمية الصادرات البيولوجية 22.1 ألف طن بقيمة 2.66.5 مليون دينار.

تبلغ مساحة الأراضي المعدة للفلاحة البيولوجية بسيدي بوزيد حوالي 8203 هكتار وهي مخصصة لغراسات الزياتين والأشجار المثمرة والنباتات الطبية والعطرية والمراعي",38
paragraph_117.txt,"زيت الزيتون البيولوجي هو المنتج التونسي الأكثر شهرة عالميًا في هذا المجال، يليه التين الشوكي، الأعشاب الطبية، والتمور

و قد إحتلت تونس وفقا لإحصائيات المنظمة العالمية للفلاحة البيولوجية(IFOAM) لسنة 2023، المرتبة الثالثة عالميا في مساحات الزيتون البيولوجي (144 ألف هك)، و المرتبة الثالثة إفريقيا على مستوى كميات المنتجات البيولوجية المصدرة، و المرتبة  39 عالميا في المساحات البيولوجية 235 ألف هكتار من مجموع 184 دولة",64
paragraph_118.txt,إذا كنت تفكر في زراعة الطماطم في حديقة منزلك، يجب أن تعلم أن الطماطم تفضل الموسم الدافئ والكثير من ضوء الشمس لتنمو بشكل جيد. يمكنك استخدام النفايات العضوية، مثل الأوراق، والأغصان الصغيرة، وقشور الفواكه والخضروات، وبقايا الطعام، كسماد طبيعي لتحسين جودة التربة وزيادة إنتاجية النبات. كما يُنصح بسقي الطماطم بانتظام مع تجنب الإفراط في الري. بالإضافة إلى ذلك، يُفضل دعم سيقان النباتات باستخدام الدعامات أو الأقفاص لحمايتها من الانكسار تحت وزن الثمار.,72
paragraph_119.txt,في ظل التغيرات المناخية التي يعيشها العالم من إنحباس في الأمطار وارتفاع في درجات الحرارة، يواجه الأمن الغذائي العالمي تحديات غير مسبوقة. إذ تؤثر هذه الظواهر بشكل مباشر على الإنتاج الزراعي، من خلال تراجع المحاصيل، وتدهور جودة التربة، وزيادة انتشار الآفات والأمراض الزراعية. ويؤثر إنحباس الأمطار خلال أهم مراحل نمو الحبوب سلبا على الإنتاج.,54
paragraph_12.txt,ملحوظة هامة: زراعة نخيل الميدجول تحتاج إلى الاهتمام بانتقاء كل فسيلة سواء كانت خلفة او أنسجة، ثم كيفية الغرس والتكييب والري والمكافحة، وكل شهر في حياة النخلة السنوية يجب القيام بالعمليات الخاصه بهذا الشهر بعد نجاح الغرس.,37
paragraph_120.txt,في ظل التغيرات المناخية التي يعيشها العالم من إنحباس في الأمطار وارتفاع في درجات الحرارة، يواجه الأمن الغذائي العالمي تحديات غير مسبوقة. إذ تؤثر هذه الظواهر بشكل مباشر على الإنتاج الزراعي، من خلال تراجع المحاصيل، وتدهور جودة التربة، وزيادة انتشار الآفات والأمراض الزراعية. ويؤثر إنحباس الأمطار خلال أهم مراحل نمو الحبوب سلبا على الإنتاج.,54
paragraph_121.txt,في الدول التي تعاني من نقص في الأمن الغذائي، تعتبر الكينوا التي تلقب بنبتة المستقبل إستثمارا جيدا لمكافحة هذه الأزمة نظرا لتنوعها الوراثي وقابليتها الكبيرة للتكيف مع الظروف الزراعية البيئية المختلفة، مما يجعلها بديلا مناسباً لبعض الزراعات الأخرى كالقمح و الذرة، خاصة في الأراضي التي تعاني من الجفاف و قلة الأمطار.,51
paragraph_122.txt,و تتحمل الكينوا الظروف الزراعية الصعبة، من بينها التربة عالية الأملاح و درجات الحرارة المتقلبة. كما أنها لا تحتاج إلى كميات كبيرة من الماء و الأسمدة، و تتطلب مساحة صغيرة مقارنة بالأرز و القمح و الذرة. وعلى عكس كلفتها الغير باهظة فإن محاصيل الكينوا تعد ذات مردود مالي عال.,49
paragraph_123.txt,"أصول الكينوا:

و يعود أصل الكينوا إلى منطقة جبال الانديز في أمريكا الجنوبية أين يطلق عليها باللهجة المحلية “كيشوا” و هي نبتة عشبية سنوية تنتمي إلى الفصيلة القطيفية. وتزرع منذ أكثر من 7 الاف سنة في المناطق المحيطة ببحيرة “تيتيكاكا” المحاذية للبيرو و بوليفيا، وهي نوع شبيه بالحبوب و تتعدد ألونها بين الأبيض، و الأصفر، والبرتقالي، والوردي، والأرجواني، والرمادي، والأسود. و كانت الكينوا، مثلها مثل البطاطا، أحد الأغذية الرئيسية لشعوب جبال الأنديز. حيث يجري تحميص حبوب الكينوا ثم طحنها حتى تصبح دقيقا، لتصنع منه مختلف أنواع الخبز.",87
paragraph_124.txt,و تتعبر الكينوا نبتة صديقة للبيئة فهي غنية بالفيتامينات و المعادن، تحتوي على جميع الأحماض الأمينية الضرورية و تعد بروتينا كاملا يعوض بروتينات اللحوم. و هي من حبوب الطاقة الغنية بالألياف و المغذيات الطبيعية التي تزود الجسم بالطاقة، و تعتبر أيضا طعاما مناسبا لمن يعانون من حساسية الغلوتين لأنها خالية من الغلوتين و يستخرج منها حليب الكينوا لمن يعانون من حساسية اللاكتوز في حليب البقر.,65
paragraph_125.txt,تنمو الكينوا في أمريكا الجنوبية ولكنها بدأت في الإنتشار في أماكن عديدة من العالم، منذ 2013 و إلى سنة 2023 إرتفعت عدد الدول التي باشرت في زراعة الكينوا من 30 دولة إلى 130 دولة، نظرا لكونها تزدهر حتى في الأراضي غير الصالحة للمحاصيل الزراعية كالقمح و تنمو في المناطق ذات الطقس الجاف و المعتدل…,54
paragraph_126.txt,"الكينوا في تونس: تجربة نموذجية ناجحة:

تعد تجربة الكينوا في تونس نشاطا غير مألوف لدى غالب الناس. لكنها تعتبر زراعة نموذجية ناجحة لما توفره من قيمة مضافة في الأمن الغذائي وفي تحريك عجلة الاقتصاد الفلاحي. كما أنها تساهم في دعم الجهود المبذولة إلى توفير زراعات بديلة تتحمل الجفاف والملوحة، مما قد يسهم في استصلاح الأراضي الهامشية والملحية.",57
paragraph_127.txt,"تعتبر زراعة التبغ في تونس نشاطا محدودا نسبيا مقارنة مع بعض المحاصيل الزراعية الأخرى. و مع ذلك فهي واحد من الأنشطة التي يمارسها الفلاح التونسي في المناطق الريفية.

و هناك أربعة أصناف من التبغ المزروعة في تونس، منها صنف معد للاستنشاق وهو الصوفي، أما البقية فهي معدة لصناعة التبغ و هي العربي، البورلي و الشرقي. و يمثل التبغ العربي الذي يزرع في الشمال و الشمال الغربي، 35 %  من إجمال إنتاج التبغ.",72
paragraph_128.txt,"أما بالنسبة للصنف الصوفي الخاص بالاستنشاق (النفة)، فيتم زراعته في حقول في منطقة الرأس الطيب و قابس، و يخصص جزء منه للتصدير، حيث صدرت منه تونس حوالي 154  طنا عام 2022.

يبدأ موسم زراعة التبغ العربي في شهر مارس من كل عام. حيث تزرع بذور التبغ في مرحلة أولى، ثم يقع تغطية المساحات المزروعة بغطاء بلاستيكي شفاف من أجل خلق مناخ دافئ يسرع إنبات البذور ونموها. و حين تنمو أوراق النباتات و ترتفع درجات الحرارة ما بعد شهر مارس، حينها ينزع الغطاء البلاستيكي و يتواصل الاعتناء بالمشاتل عبر السقي، نزع الأعشاب الضارة و التسميد.",94
paragraph_129.txt,This is file paragraph_129.txt,4
paragraph_13.txt,"وما هو العائد الانتاجي من المشروع المقترح؟
ج:عند زراعة الخمسة أفدنة بصنف المجدول:1- بعد ثلاثة سنوات من نجاح زراعة الفسائل تبدأ في الانتاج ولكن الانتاج الجيد يكون من عمر 5- الى 6 سنوات حيث تصل انتاجية النخلة الجيدة في حدود 80 – 100 كيلوجرام. علاوة على عائد بيع الفسائل الناتجة.2- خلال 3-5 سنوات يمكن الحصول على فسائل جديدة من النخلة الام من 3 -5 فسائل وأحيانا يصل العدد الى ضعف هذا الرقم أى 10 فسائل لكل نخلة",77
paragraph_130.txt,و تعود أسباب هذا التراجع إلى تفاقم الصعوبات التي يعاني منها القطاع. و التي تشمل تراجع المردودية و الأرباح  مقابل إرتفاع تكلفة الإنتاج التي تضم إرتفاع أجر اليد العاملة، تكلفة الري، تكاليف الحرث و التسميد، وبقية أدوات الإنتاج. حيث يتجاوز الإنتاج في سنة 2023 في منطقة وادي الخطف 70 طناً، ولم تدم فترة تلقي الإنتاج من قبل الوكالة سوى 10 أيام، بعد أن كان الإنتاج في حدود 600 طن وتدوم فترة قبول الإنتاج أكثر من شهر.,76
paragraph_131.txt,كذلك فإن العديد من العمال يرفضون العمل في هذا القطاع الذي يعتبرونه نشاطا متعبا، يتطلب الكثير من الجهد للتمكن من الغراسة، التسميد، العزق و التجميع و التشبيك و التجفيف و النقل، وكل ذلك مقابل مردودية ضعيفة.,36
paragraph_132.txt,"و كانت منظمة الصحة العالمية قد نشرت  سنة 2021 جدولا موضحا للإقتصادات الأولى المتصدرة لزراعة التبغ و المصنفة حسب إقليم المنظمة و بالهكتار، لتتصدر الصين هذا الجدول، حيث تضم    1.014.553 هكتار من حقول التبغ، تليها الهند و البرازيل.

 و أوضحت كذلك دراسة تدعمها منظمة الصحة العالمية عن الأضرار التي تسببها زراعة التبغ على البيئة من تصحر و تلوث للمياه، حيث أشارت أن مزارع التبغ مسؤول عن فقدان نحو 5 % من الغابات في أجزاء من أسيا و إفريقيا.",78
paragraph_133.txt,"الزراعات العلفية هي المحاصيل التي تزرع خصيصا لتغذية الحيوانات وتربية المواشي، سواء عن طريق الرعي المباشر أو الحصاد وتخزينها كعلف جاف. تشمل هذه المحاصيل الفصة (البرسيم الحجازي)، الشعير العلفي، الذرة العلفية ، والفصّة البلديّة وغيرها.


زراعة الفصة في تونس

تعتبر الفصة (البرسيم الحجازي) من أهم الزراعات العلفية في تونس نظرًا لقيمتها الغذائية العالية و الغنية  بالبروتين، خصائصها الإنتاجية الممتازة و تكلفتها المنخفضة. إليك أهم المعلومات حول زراعتها:",67
paragraph_134.txt,"الظروف المناخية والتربة المناسبة:

 

تنجح زراعة الفصة في المناطق ذات المناخ المعتدل إلى الجاف.

تفضل التربة العميقة جيدة التصريف والغنية بالمواد العضوية.

تتحمل الفصة درجات الحرارة المرتفعة نسبيًا لكنها تحتاج إلى رطوبة كافية خلال مراحل النمو الأولى",37
paragraph_135.txt,"مواعيد الزراعة:

 

أفضل فترة لزراعة الفصة في تونس هي الخريف (سبتمبر – نوفمبر) أو الربيع (مارس – أفريل) حسب الظروف المناخية.

الزراعة الخريفية تعطي نتائج أفضل لأنها تستفيد من أمطار الشتاء و تمكن من الحصول  على إنبات سريع و متجانس و على إنتاج علفي هام إبتداء من السنة الأولى للزراعة. و يحبذ أن يكون البذر مبكرا بعد سقي الأرض أو بعد أمطار الخريف حتى لا تتعرض النباتات الفتية إلى أضرار البرد في فصل الشتاء.",74
paragraph_136.txt,"طرق الزراعة:

الزراعة التقليدية: البذر المباشر باليد من 20 الى 40 كلغ في الهكتار على حسب نوع كل صنف .و ذلك بعد تحضير التربة  عن طريق الحرث العميق، بعدها حرث سطحي لتسوية الارض واعدادها بشكل جيد لزرع .


الزراعة بالتقنيات الحديثة : بواسطة الات خاصة بالزرع.",46
paragraph_137.txt,"و تعتمد هذه الزارعة على الري المنتظم لضمان انبات كامل ومتجانس، و إنتاج مستمر. كما يمكن ان يكون السقي اما باستعمال الرشاشات (وهو عملي أكثر) او بواسطة التنقيط.


وقد يصعب أحيانا زراعة الفصل في فصل الخريف خاصة إذا نمت أعشاب طفيلية تفوق سرعة نموها الفصة. لذلك يجب الإعتماد على المكافحة الزراعية لمجابهة هذه الطفيليات و  كذلك المكافحة الكيميائية. كما يمكن اللجوء إلى إستعمال المبيد الكلي للأعشاب قبل البذر و عند وجود أعشاب ضارة صيفية كالنجوم و غيره.",77
paragraph_138.txt,"يمكن حصد الفصة عدة مرات في السنة (6-8 “حشات” سنويًا) حسب توفر الماء ونوع الصنف المزروع. الإنتاج  يزداد مع عدد “الحشات” و يكون جيدا بعد إتمام السنة الأولى للزراعة بمعدل 200/150 بالة في الهكتار . و يتم الحصاد كل 30 الى 40 يوم .

يتم حصادها عندما تصل إلى مرحلة الإزهار الأولى لضمان أعلى قيمة غذائية.

إنتاجية الفصة في تونس تتراوح بين 8  و15 طنًا للهكتار سنويًا.",67
paragraph_139.txt,"تعتبر حراثة التربة واحد من أهم العمليات الأساسية لتحسين بنية التربة و الغطاء النباتي و تهيئتها للزراعة، و ذلك في إطار شروط مناخية مناسبة و رطوبة محددة للتربة.

و تعد هذه العملية واحد من أقدم العمليات التي مارسها الفلاح منذ الأزل و التي تطورت على مر السنوات من إستخذام لأدوات بدائية إلى المحاريث الحيوانية، إلى الجرارات الزراعية التي مازالت تخضع إلى يومنا هذا للتطورات التكنولوجية.",65
paragraph_14.txt,"هل يمكن زراعة محاصيل مؤقتة بين فسائل النخيل خلال الثلاثة سنوات الأولى؟
نعم يمكن زراعة بعض النباتات المؤقتة مثل البطاطا الحلوة حيث يعطى الفدان منها حوالى 15 طنا ×متوسط 2جنيه = 30000جنيه للفدانوبفرض حساب تكلفة فى حدود 10000جنيه للفدان إذا فالفدان يدر عائدا قدره 20000جنيه كدخل ثانوى للفدان ×5 أفدنة = 100000جنيه لضمان تحقيق دخل مادي للمزرعة الى ان يبدأ النخيل في الانتاج فى السنة الثالثة أو الرابعة.",68
paragraph_140.txt,"و للحراثة عدة فوائد منها:

جعل التربة هشة و سلسة يتخللها الماء بسهولة، فتمتصه و تسربه بشكل أفضل، فيستفيد النبات منها، و يقلل من تجمع الماء و تراكمه على سطح التربة.
التخلص من الأعشاب الضارة بالمحاصيل و المستنفذة للأغذية وبالتالي الحصول على منتوج أكثر صحة
تهوية التربة حتة تسمح للماء والأوكسجين و العناصر الغذائية بالوصول إلى جذور النباتات، مما يساعد على نمو النباتات بشكل أفضل.
التخلّص من الأعشاب الضارّة بالمحاصيل وتعقيم التربة من خلال تعريضها للشمس.
 المساعدة في خلط الأسمدة العضويّة وتحسين مواصفات التربة.
تهيئة التربة للزراعة بالقضاء على الآفات المرضيّة والحشريّة، وفي زيادة المحاصيل وكميّة الإنتاج.",97
